,1. open,2. high,3. low,4. close,5. volume,absolute_range,relative_range_pct
2026-02-04,179.46,179.58,171.91,174.19,207014116.0,7.670000000000016,4.403237843733863
2026-02-05,174.925,176.815,171.03,171.88,206312890.0,5.784999999999997,3.3657202699557813
2026-02-06,176.69,187.0,174.6,185.41,231346241.0,12.400000000000006,6.68788091257214
2026-02-09,184.26,193.66,183.95,190.04,196387351.0,9.710000000000008,5.109450641970116
2026-02-10,191.38,192.48,188.12,188.54,136764825.0,4.359999999999985,2.312506629892853
2026-02-11,192.45,193.26,188.77,190.05,144192685.0,4.489999999999981,2.3625361746908604
2026-02-12,193.03,193.61,186.51,186.94,189932491.0,7.100000000000023,3.7980100567026978
2026-02-13,187.475,187.5,181.59,182.81,161888021.0,5.909999999999997,3.2328647229363803
2026-02-17,181.75,187.15,179.18,184.97,162276860.0,7.969999999999999,4.308806833540574
2026-02-18,188.75,190.37,186.76,187.98,164749125.0,3.6100000000000136,1.9204170656452888
2026-02-19,187.055,188.43,185.66,187.9,126554526.0,2.7700000000000102,1.4741883980840926
2026-02-20,186.57,190.33,185.9378,189.82,178422337.0,4.3922000000000025,2.3138763038668224
2026-02-23,191.4,193.95,189.575,191.55,171584839.0,4.375,2.2839989558861915
2026-02-24,191.49,193.77,187.4,192.85,175123602.0,6.3700000000000045,3.3030852994555375
2026-02-25,194.45,197.6299,193.79,195.56,250637102.0,3.8399,1.9635406013499692
2026-02-26,194.27,194.29,184.315,184.89,360807907.0,9.974999999999994,5.395099789063765
2026-02-27,181.25,182.59,176.38,177.19,311636494.0,6.210000000000008,3.5047124555561875
2026-03-02,175.01,183.46,174.64,182.48,209095331.0,8.820000000000022,4.833406400701459
2026-03-03,178.49,180.9,176.92,180.05,178099430.0,3.980000000000018,2.2104970841433036
2026-03-04,180.44,184.7,180.06,183.04,177731198.0,4.639999999999986,2.5349650349650275
2026-03-05,181.17,184.06,177.88,183.34,198779729.0,6.180000000000007,3.370786516853936
2026-03-06,179.84,182.7561,176.8201,177.82,189021949.0,5.936000000000007,3.3382071757957528
2026-03-09,176.83,182.91,175.56,182.65,177213588.0,7.349999999999994,4.024089789214341
2026-03-10,182.4,186.44,182.01,184.77,179118528.0,4.430000000000007,2.3975753639660153
2026-03-11,185.91,187.62,184.45,186.03,145280386.0,3.170000000000016,1.7040262323281277
2026-03-12,184.05,184.94,181.75,183.14,155762663.0,3.1899999999999977,1.7418368461286435
2026-03-13,184.92,186.09,179.94,180.25,160988424.0,6.150000000000006,3.411927877947299
